date,partially_cleaned_text,sentiment,cleaned_text
19/5/21,"My kids love Hamburger Helper so I figured this would be a great new product to try since anything with Velveta is good! It was easy to make and only took a few minutes to complete. The kids absolutely loved it and I thought it tasted great too. My only complaint was that, visually, it was unappetizing. It didn't look like the picture on the box. It was kind of a grayish brown color and actually worried me a bit before I tried it. Luckily, my kids and I don't really care how it looks so we all enjoyed it, but Kraft would benefit by working on presentation.",1,kids love hamburger helper figured would great new product try since anything velveta good easy make took minutes complete kids absolutely loved thought tasted great complaint visually unappetizing look like picture box kind grayish brown color actually worried bit tried luckily kids really care looks enjoyed kraft would benefit working presentation
19/2/21,"Having a busy schedule, I can appreciate an easy boxed meal to cook every now and then. I'd have to say I prefer this brand to Hamburger Helper because of the taste and the quality of the product. Instructions were easy to follow, the food was tasty and it's a nice back up to have in the pantry when you don't feel like making a meal from scratch.",1,busy schedule appreciate easy boxed meal cook every would say prefer brand hamburger helper taste quality product instructions easy follow food tasty nice back pantry feel like making meal scratch
14/12/20,My husband loves velveeta shells and cheese so we HAD to try these!! Very quick and easy. Don't need anything but the meat. But you may want to add a salad or some veggies for a round dinner! :),1,husband loves velveeta shells cheese try quick easy need anything meat may want add salad veggies round dinner
28/7/21,"This is pretty tasty if you eat this sort of thing, and I'll admit it's a rare guilty pleasure for me. As compared to the brand that is no doubt its main competitor, I thought this one tasted better, probably because of the already mixed almost-cheese sauce that is included (which also replaces the milk that's usually added). It's pretty much a toss-up in terms of nutrition, given that we aren't looking at a nutritional champ to begin with here. As prepared, this one has 350 calories per serving, the other 310. This has 140 calories from fat, the other 110. This one has 850 mg of sodium, the other one has 810. The Kraft Velveeta Cheesy Skillet comes out slightly ahead overall, with protein of 8 g compared to the other's 3 g and dietary fiber of 1 g compared to less than a gram for the competitor. These differences are probably attributable to the ""cheese"" sauce. The sauce also pushes this one over the edge for total fat, with 9 g for this one and 0.5 for the other. After the ground beef is added, the difference is 25% of the recommended daily amount vs. 19% (virtually none of it ""good"" fat in either one). It is significant that although both brands claim zero transfat, both also list partially hydrogenated oil as one of their ingredients, meaning they certainly do contain transfat, just less than the half-gram per serving that would require full disclosure. If you eat the whole package - about 5 cups, so realistically with a dinner and a leftover lunch or two, you easily might - you could get whacked with as much as 2.4 g of transfat, not to mention the saturated fat in the ground beef you add to both. At 800+ grams of sodium, you probably need to skip another meal that day to avoid going over the recommended daily value for sodium, too. You might consider fasting that day if you plan to eat more than one serving! But, as I said, it's a guilty pleasure; by definition, that's not the most nutritionally sound choice that can be made. In any case, all other things (price, availability) being equal, I will probably choose this one if I choose it again.",1,pretty tasty eat sort thing admit rare guilty pleasure compared brand doubt main competitor thought one tasted better probably already mixed almost cheese sauce included also replaces milk usually added pretty much toss terms nutrition given looking nutritional champ begin prepared one calories per serving calories fat one mg sodium one kraft velveeta cheesy skillet comes slightly ahead overall protein g compared g dietary fiber g compared less gram competitor differences probably attributable cheese sauce sauce also pushes one edge total fat g one ground beef added difference recommended daily amount vs virtually none good fat either one significant although brands claim zero transfat also list partially hydrogenated oil one ingredients meaning certainly contain transfat less half gram per serving would require full disclosure eat whole package cups realistically dinner leftover lunch two easily might could get whacked much g transfat mention saturated fat ground beef add grams sodium probably need skip another meal day avoid going recommended daily value sodium might consider fasting day plan eat one serving said guilty pleasure definition nutritionally sound choice made case things price availability equal probably choose one choose
29/6/21,"I was skeptical to buy this because I've bought ""cheap"" coffee before I'm always disappointed with its taste. This tastes great and the environmental factor is just a bonus for me!",1,skeptical buy bought cheap coffee always disappointed taste tastes great environmental factor bonus
15/10/21,I ordered this delicious Kadayif dessert for my sister's birthday with her present that I also bought it at amazon took them to my parents house to celebrate at their house.everyone at the party enjoyed this delicious kadayif I served it with some turkish coffee it was the best dessert I ever tried everyone said where did I buy it from I said amazon of course they have anything and everything you want to get quality exceptional prices very low.My son told everybody that I live in amazon website because I'm there looking at it everyday to catch those bargains.Thank you amazon as allways bringing us the International flavors to our homes.,1,ordered delicious kadayif dessert sister birthday present also bought amazon took parents house celebrate house everyone party enjoyed delicious kadayif served turkish coffee best dessert ever tried everyone said buy said amazon course anything everything want get quality exceptional prices low son told everybody live amazon website looking everyday catch bargains thank amazon allways bringing us international flavors homes
20/7/21,"This was a very pleasant surprise. I was a bit hesitant when I read through the ingredients. Sure, it sounded healthy, but would it taste good? In a word, outstanding! Good crunch, flavor and just the right amount of salt. Great to see that there's snack foods available that are a lot better for you than the usual chips and nachos. The only problem is that everyone likes them, so they disappear quickly!",1,pleasant surprise bit hesitant read ingredients sure sounded healthy would taste good word outstanding good crunch flavor right amount salt great see snack foods available lot better usual chips nachos problem everyone likes disappear quickly
12/10/21,"I love tortilla chips, just good ol' fashioned corn chips with salt on them. I was curious as to how these fancy tortilla chips would fare. Before even tasting these chips, the bag shows that the company is serious about freshness. It's tough and a little slippery; I almost couldn't open it by hand. The chips are little hexagons about 1"" in diameter, with the various seeds clearly visible in the chips. While the corn flavor is dominant, the various other elements of these chips really blend well to give them a unique flavor. They're not overly salty - indeed, if I had any quibble, it's that a little more salt would be appreciated. These chips would be an excellent choice for finger foods for a higher end dinner party, a date, or just an evening when you want to treat yourself.",1,love tortilla chips good old fashioned corn chips salt curious fancy tortilla chips would fare even tasting chips bag shows company serious freshness tough little slippery almost could open hand chips little hexagons diameter various seeds clearly visible chips corn flavor dominant various elements chips really blend well give unique flavor overly salty indeed quibble little salt would appreciated chips would excellent choice finger foods higher end dinner party date evening want treat
19/2/21,"I liked the flavor and texture of the tortillas. They are not spicy, but the taste is not bland because of the olives. The chips are small and the serving size in the bag is just enough for a quick, satisfying snack.",1,liked flavor texture tortillas spicy taste bland olives chips small serving size bag enough quick satisfying snack
14/12/20,"These chip/crackers were very tasty... however people who have allergies or problems digesting corn - like me - need to beware. If you just read the front of the packet it seems as if they are made without wheat or corn. Not true, the main ingredient is corn.",1,chip crackers tasty however people allergies problems digesting corn like need beware read front packet seems made without wheat corn true main ingredient corn
2/7/21,These chips are great tasting! You have to try them if you like sweet potatoes.,1,chips great tasting try like sweet potatoes
11/3/21,"I am munching on these chips as I type, trying to keep the salt off my fingers and from going on the keys. I like the way they taste. The flavors are mainly of stone-ground corn, but you can tell there are other ingredients, as well. There's a nice nutty aftertaste. I like texture, too. Just the right amount of crunch. These chips aren't overly salty, either, another plus. Nutrition-wise, these chips rank among the more healthy versions. There are only 140 calories in a one ounce serving, a lot less than the normal 200+ I see on similar products, and the amount of fat and sodium is a lot lower, too. It's got 3g of fiber = 11% of an average daily requirement. There are no trans fats cholesterol, preservatives, etc. It seems that the FoodShouldTasteGood company made a sincere effort to produce as healthy a product as was possible given the ingredients and requirement to make something that tastes good. One reviewer said the chips were too hard and tasted stale. My own experience was that the chips tasted fresh and were crunchy but by no means any harder or crunchier than a regular tortilla chip. The expiration date on the bag is in November. With no preservatives, it seems odd that the bag the other reviewer tried had an expiration date more than a year away. My only hesitation would be the price. Currently these chips aren't in stock on Amazon and there is no pricing given so I would say you'd have to evaluate whether or not you wanted to pay that much for chips, even though they seem better for your health than other brands and they taste good, as well.",1,munching chips type trying keep salt fingers going keys like way taste flavors mainly stone ground corn tell ingredients well nice nutty aftertaste like texture right amount crunch chips overly salty either another plus nutrition wise chips rank among healthy versions calories one ounce serving lot less normal see similar products amount fat sodium lot lower got g fiber average daily requirement trans fats cholesterol preservatives etc seems foodshouldtastegood company made sincere effort produce healthy product possible given ingredients requirement make something tastes good one reviewer said chips hard tasted stale experience chips tasted fresh crunchy means harder crunchier regular tortilla chip expiration date bag november preservatives seems odd bag reviewer tried expiration date year away hesitation would price currently chips stock amazon pricing given would say would evaluate whether wanted pay much chips even though seem better health brands taste good well
10/4/21,"I just got home from a long trip and was faced with making dinner. Luckily, the Velveeta Cheesy Skillet dinner was sitting in my pantry. I browned a pound of chicken breast strips and followed the directions. It was a quick and easy dinner for the family and everyone enjoyed it. The ingredients come in 4 different packets - the pasta (orzo I think), seasonings, dehyrated broccoli and Velveeta cheese sauce. After browning the chicken, just add the seasoning and pasta along with about 2 1/2 cups of water and cover. In about 7 or 8 minutes, add the dehydrated broccoli and cook another 2-3 minutes. Then remove from heat and add the cheese sauce. My kids loved it and there was plenty for everyone. I found it to be better tasting than Chicken Helper and easier to prepare. My only complaint was the miniscule amount of broccoli. It was more like a sprinkling of dried parsley than broccoli florets. Of course, you can always add your own fresh or frozen broccoli or other veggies to make it healthier and heartier. Overall, a good choice for a hectic night when you don't have much time to cook and a lot of hungry little mouths to feed.",1,got home long trip faced making dinner luckily velveeta cheesy skillet dinner sitting pantry browned pound chicken breast strips followed directions quick easy dinner family everyone enjoyed ingredients come different packets pasta orzo think seasonings dehyrated broccoli velveeta cheese sauce browning chicken add seasoning pasta along cups water cover minutes add dehydrated broccoli cook another minutes remove heat add cheese sauce kids loved plenty everyone found better tasting chicken helper easier prepare complaint miniscule amount broccoli like sprinkling dried parsley broccoli florets course always add fresh frozen broccoli veggies make healthier heartier overall good choice hectic night much time cook lot hungry little mouths feed
22/7/19,Wanted apricots to try making gluten free granola. While I would have preferred unsulphered apricots they are so nasty looking I didn't think my family would eat them! Everyone loves these! Very good price too.,1,wanted apricots try making gluten free granola would preferred unsulphered apricots nasty looking think family would eat everyone loves good price
2/2/20,I mix this seasoning with Hunts BBQ sauce and the mix taste great on chicken. The only problem this product has is that if the enviroment you live is a bit humid the seasoning absorbs the humidity of the ambient and hardens..,1,mix seasoning hunts bbq sauce mix taste great chicken problem product enviroment live bit humid seasoning absorbs humidity ambient hardens
2/2/20,"I've made these for friends (both gluten-intolerant and not), and everybody loves these! They do not taste like they're gluten-free! Excellent job by Nuffins to mix convenience with quality and health.",1,made friends gluten intolerant everybody loves taste like gluten free excellent job nuffins mix convenience quality health
31/8/19,"Great tasting, rich flavor, perfect for making a nice hot cup of Mocha. I bought this to test it against Hershey's syrup for my Mocha and there is an incredible distinct taste difference that is noticeable. This is much richer and tastes more like chocolate, and less sugary then Hershey's syrup.",1,great tasting rich flavor perfect making nice hot cup mocha bought test hershey syrup mocha incredible distinct taste difference noticeable much richer tastes like chocolate less sugary hershey syrup
22/7/19,Gerber's Peach Cobbler tastes amazing...just like real peach cobbler but without the added sugars and butter. My husband and I tried it to see why our daughter liked it so much and we quickly figured out that it was the best tasting baby food we've purchased and at a great price.,1,gerber peach cobbler tastes amazing like real peach cobbler without added sugars butter husband tried see daughter liked much quickly figured best tasting baby food purchased great price
12/1/20,"This soup is quick and tasty. Microwaves in no time. Let it sit a few minutes so the tofu and seaweed can mature to full blossom. I purchased thinking it was a miso soup but it is not, at least related to the miso soups I get at my local oriental restaurants.",1,soup quick tasty microwaves time let sit minutes tofu seaweed mature full blossom purchased thinking miso soup least related miso soups get local oriental restaurants
19/2/20,Will definitely buy again. I sent this to a deployed soldier who shared it with the other boys and they all love it! Great flavour.,1,definitely buy sent deployed soldier shared boys love great flavour
27/11/19,"While these are expensive for the calories, they are one of few foods that can actually be eaten before strenuous exercises such as biking. I also like these at 2am when I am rolling out of my sleeping bag to summit a mountain. Very tasty indeed.",1,expensive calories one foods actually eaten strenuous exercises biking also like rolling sleeping bag summit mountain tasty indeed
12/12/19,"This is really yummy instant coffee. I like the fine, powdery texture. However, I am not convinced it is organic coffee.....as the amazon description states. The can does not say anything regarding organic ingredients. Maybe since it is produced outside the US, it's not labeled as such?? But, I will not be re-ordering due to that.",1,really yummy instant coffee like fine powdery texture however convinced organic coffee amazon description states say anything regarding organic ingredients maybe since produced outside us labeled ordering due
26/9/20,These taste fantastic!! And Amazon sells them for a less expensive price than my local health food store! Thank you Amazon!,1,taste fantastic amazon sells less expensive price local health food store thank amazon
22/7/19,"These grapes are very tasty, the right mixture of sweet and tart. Very light and so good I ate the whole bag in 1 day, I will purchase it again.",1,grapes tasty right mixture sweet tart light good ate whole bag day purchase
2/2/20,"Coffee flavor is so personal. I love the taste of this coffee. I gave one to a friend at work and he thought it was much to strong. He freely admits that he has no problem drinking the company supplied coffee that sits in the big metal coffee urn all day, My other friend drinks this kona blend black and he loves it. I'm not a huge coffee snob, I drink Maxwell House French Roast at home. I look forward to having a good tasting cup of coffee at work and this really fits the bill. I put sweetener and cream in my coffee so it's important to get coffee that has flavor can stand up to the added ingredients.. Even with cream and sugar the flavor is bold and smooth.",1,coffee flavor personal love taste coffee gave one friend work thought much strong freely admits problem drinking company supplied coffee sits big metal coffee urn day friend drinks kona blend black loves huge coffee snob drink maxwell house french roast home look forward good tasting cup coffee work really fits bill put sweetener cream coffee important get coffee flavor stand added ingredients even cream sugar flavor bold smooth
23/5/20,The CHocorooms are so good and tasty with no cholesterol!!! The kids love them and they are a perfect size for them to think they are getting a lot of sweets.,1,chocorooms good tasty cholesterol kids love perfect size think getting lot sweets
22/11/20,"These were pretty tasty! They dont stick in your teeth like other fruit snacks which is a HUGE plus, but even better they're all natural and good for you. I'll buy them again for sure. Soon-- when this box runs out.",1,pretty tasty stick teeth like fruit snacks huge plus even better natural good buy sure soon box runs
30/3/20,You can smell the spinach! It seems fresh and tastes wonderful. I fed it to my 2nd son when we were on the go during his babyfood stage and gave it to my preschooler as a snack. Now both often reach for these as a snack and I'm happy to offer them something other than cheerios or graham crackers when we're on the go.,1,smell spinach seems fresh tastes wonderful fed nd son go babyfood stage gave preschooler snack often reach snack happy offer something cheerios graham crackers go
8/7/20,My son loves these pouches. It is a quick and easy way to get fruits and veggies into a picky eater. He loves the flavor and will grab these from me and eat the entire pouch. I love that it is organic and healthy. The fruits overpower the veggies which helps in making the flavor more acceptable to younger children. It is easy to grab on the way out of the door as a quick snack or as a complement to eating out. I highly recommend!,1,son loves pouches quick easy way get fruits veggies picky eater loves flavor grab eat entire pouch love organic healthy fruits overpower veggies helps making flavor acceptable younger children easy grab way door quick snack complement eating highly recommend
4/1/20,"They used to carry a large jar of this at a local store, but I never saw it again after a few years ago and was deeply saddened. It is delicious with brie on a cracker (though I found out I am allergic to dairy so no more for me!) but it can also be used as a glaze, eaten on french bread, toast or in spoonfuls from the jar! I love this stuff. I only wish it came in a big tub that would last you the rest of your life.",1,used carry large jar local store never saw years ago deeply saddened delicious brie cracker though found allergic dairy also used glaze eaten french bread toast spoonfuls jar love stuff wish came big tub would last rest life
30/1/21,"This was the first time we've had tings - a friend told us about them and since since they ended up being 2.17 per bag - we gave them a shot. My daughter has a severe milk intolerance and I have a wheat allergy - and it's rare to find something delicious that we can both have. My daughter is 2 years old and can now enjoy cheetos just like her friends - and they taste wonderful! I'm so thankful for products like these that taste good, help us feel normal, and are affordable! If I could give 6 stars I would!",1,first time tings friend told us since since ended per bag gave shot daughter severe milk intolerance wheat allergy rare find something delicious daughter years old enjoy cheetos like friends taste wonderful thankful products like taste good help us feel normal affordable could give stars would
2/11/20,"The chips had an odd texture, tasting nothing like a corn chip. The seasoning was more of a salsa flavor than a cheese. It was even difficult to give these away to people",0,chips odd texture tasting nothing like corn chip seasoning salsa flavor cheese even difficult give away people
17/10/20,"Since I'm vegetarian I don't use meat with this, but rather a bunch of portobello mushrooms and a whole onion. Turns out fantastic and the leftovers are even better the next day. Could use a few more noodles in the box, but I just buy egg noodles separately and add a few.",1,since vegetarian use meat rather bunch portobello mushrooms whole onion turns fantastic leftovers even better next day could use noodles box buy egg noodles separately add
22/7/19,I had these when in the Phillippines and then when I came had to have some more. Even though this a large bag we go through these fast in about two weeks.,1,phillippines came even though large bag go fast two weeks
2/2/20,Much fresher than the usual sun maid i buy at store. Less sugar too so they taste at a much higher quality. I will continue to buy these in bulk to save $. Hopefully the seller is reading my interview and sends me a code for discount since I gave a generous review,1,much fresher usual sun maid buy store less sugar taste much higher quality continue buy bulk save hopefully seller reading interview sends code discount since gave generous review
4/10/20,It's somewhat hard to find a Macadamia Syrup but I happen to love this particular flavor. My first order off Amazon of a different brand broke and was then discontinued so I gave this one a try and I'm happy I did! It's quite tasty and comes with a pump which is a nice touch. There are quite a few servings in each bottle and it's perfect for Italian Soda. Also from a practical standpoint they are using plastic bottles for the shipped product which makes it much less likely to break in transit.,1,somewhat hard find macadamia syrup happen love particular flavor first order amazon different brand broke discontinued gave one try happy quite tasty comes pump nice touch quite servings bottle perfect italian soda also practical standpoint using plastic bottles shipped product makes much less likely break transit
1/4/20,This is absolutely delicious! My husband has had it on vanilla ice cream every night since it arrived. Just the right blend of chocolate and raspberry.,1,absolutely delicious husband vanilla ice cream every night since arrived right blend chocolate raspberry
8/5/20,"I love Blueberry coffee... and this was very good... But if you purchase, do not get whole bean, get it ground before they send it. The oils in the flavoring make it tough on some grinders.",1,love blueberry coffee good purchase get whole bean get ground send oils flavoring make tough grinders
18/6/20,I bought this product from vitacost. I really enjoyed the fresh healthy flavor. I decided to purchse from Amazon because it's in bulk thereore cheaper. It'sso worht it. I've tried a lot. This mix really impressed me. No chocolate to melt in the car.,1,bought product vitacost really enjoyed fresh healthy flavor decided purchse amazon bulk thereore cheaper sso worht tried lot mix really impressed chocolate melt car
20/8/20,"My husband and I love this ketchup! To me, the taste is better than the regular Heinz ketchup. The color and texture are exactly the same, but the flavor is better. You can't beat Organic!!",1,husband love ketchup taste better regular heinz ketchup color texture exactly flavor better cannot beat organic
1/6/21,"The spice and flavor go hand-in-hand, so I usually add all of the flavor packet. I make these slightly soupy, and I often discard a little of the broth to reduce sodium levels + spare my digestive tract from the ravages of my taste buds. Also great (and more of a meal) with egg stirred in near the end. I could eat these every day, but alas, that would have dire consequences. Taking the nutritional drawbacks as a given, these are 5* for price/flavor.",1,spice flavor go hand hand usually add flavor packet make slightly soupy often discard little broth reduce sodium levels spare digestive tract ravages taste buds also great meal egg stirred near end could eat every day alas would dire consequences taking nutritional drawbacks given price flavor
4/7/21,"If you like spicy noodles and don't really feel like taking time to make it, this comes really close. Instant noodle at its best! Just boil some water, toss the noodles in, add some vegie, kamaboko, tofu (whatever you like and have)..., that will actually look like a fancy bowl of noodles when you are done in less than 5 mins.",1,like spicy noodles really feel like taking time make comes really close instant noodle best boil water toss noodles add vegie kamaboko tofu whatever like actually look like fancy bowl noodles done less mins
5/2/20,"They're not for the faint of heart. I get so bored with most foods that claim to be spicy hot, but Shin Ramyun delivers. And it's not just hot, it's got great taste. I've been buying them by the 20-pack for years and loving every bite.",1,faint heart get bored foods claim spicy hot shin ramyun delivers hot got great taste buying pack years loving every bite
22/7/19,"This ramen is so good. I also bought the Neoguri- also a good choice if you like seafood. I would highly recommend this. It microwaves well, I use pyrex. I'm deployed on a ship and it was sent out here pretty quick (relatively speaking ok? lol) and none of the ramen was damaged during VERTREP. It is spicy! Definitely seriously spicy. I cook it with minimal water so it stays that way. I love it. Will buy again. It's pretty much the highlight of my day.",1,ramen good also bought neoguri also good choice like seafood would highly recommend microwaves well use pyrex deployed ship sent pretty quick relatively speaking ok lol none ramen damaged vertrep spicy definitely seriously spicy cook minimal water stays way love buy pretty much highlight day
2/2/20,"I enjoy these noodles over most other noodles. It's spicy enough to make my nose run, which I like, and the noodles have a nice texture to them.",1,enjoy noodles noodles spicy enough make nose run like noodles nice texture
22/11/20,This is a knockout bold coffee. It is great cup at the 12oz setting with tons of flavor. Haven't tried it yet at the 16oz setting but assume it will still pack a flavor punch. Great deal in the 50 pack.,1,knockout bold coffee great cup oz setting tons flavor tried yet oz setting assume still pack flavor punch great deal pack
1/3/20,If you like bold taste...then add it to your cart because you will love this coffee. This is one of my variety that I choose on a morning I need a jump start or a lecture from my Mom. Ha,1,like bold taste add cart love coffee one variety choose morning need jump start lecture mom ha
23/11/20,"Just when i got my shipment i tried it out on my pit but he only ate portion of it and he never ate it after that. So i also tried it on my rottweiler and she does not like it also. The only way they would eat it is if i add some caned meat with it then they would, but that shouldn't be the case. so i don't recommend.",0,got shipment tried pit ate portion never ate also tried rottweiler like also way would eat add caned meat would case recommend
5/4/21,"Rarely can I say that a GF product tastes better than the gluten version. Thse cookies do, though. Melt in your mouth delicious, and just the right amount of lemon. I am confident tht if you gave these to gluten eaters, they would not be able to tell the difference.",1,rarely say gf product tastes better gluten version thse cookies though melt mouth delicious right amount lemon confident tht gave gluten eaters would able tell difference
27/4/20,"these little cookies taste fantastic! not too sweet, just right....chocolate melts easily, so we will be ordering these in the cooler months only",1,little cookies taste fantastic sweet right chocolate melts easily ordering cooler months
8/3/21,"This product is very tasty but if you are also lactose intolerant, better forgo the pleasure. Milk is not listed on the allergy advisory (May contain traces of...) but the ingredients section lists whole milk powder as a component of the chocolate coating. Otherwise, it's a great product.",1,product tasty also lactose intolerant better forgo pleasure milk listed allergy advisory may contain traces ingredients section lists whole milk powder component chocolate coating otherwise great product
30/1/20,"THIS WAS BEYOND MY EXPECTATIONS. THE VARIETY WAS A GREAT BLEND OF DIFFERENT SOUPS AND SO EASY TO FIX. EVEN MY HUSBAND LIKED THEM. I QUICKLY ORDERED ANOTHER SET, BECAUSE IT WAS SO GOOD. TASTY AND EASY",1,beyond expectations variety great blend different soups easy fix even husband liked quickly ordered another set good tasty easy
22/7/19,"I love regular merengue cookies and I normally don't have a problem with sugar free, but these cookies had a terrible taste and worse texture. Stick to the non sugar-free.",0,love regular merengue cookies normally problem sugar free cookies terrible taste worse texture stick non sugar free
2/2/20,"This tea has the real flavor of pumpkin. It is nicely spiced and perfect for an autumn afternoon. It is quite highly caffeinated so I do not drink it late at night. But overall, a lovely tea.",1,tea real flavor pumpkin nicely spiced perfect autumn afternoon quite highly caffeinated drink late night overall lovely tea
2/9/20,This fondant was very smooth and easy to work with along with having a good taste. You don't always get good taste in fondant.,1,fondant smooth easy work along good taste always get good taste fondant
26/1/21,Definitely a very good jerky - not dry or chewy at all. Very tasty - did not need any extra flavoring. We went thru the 8 packs pretty fast even though they were supposed to last a while...,1,definitely good jerky dry chewy tasty need extra flavoring went thru packs pretty fast even though supposed last
9/1/21,We use this popcorn in an air popper on the weekends. It is delicious and tastes much better than anything we have been able to find in the stores.,1,use popcorn air popper weekends delicious tastes much better anything able find stores
30/7/21,"I was looking for a hulless popcorn (due to my diverticulitis, boy do I miss popcorn) and tried this based on the reviews. I was disappointed that this has way to many hulls for ME (the hulls do not disappear or get so small) but the flavor of the popcorn is amazing, very very tasty, my family loves it so I will buy it again. We air popped it, sprayed it with a little cooking oil and sprinkled some popcorn flavored seasoning ""butter."" Hardly any calories but lots of taste :) They are tiny when they pop so you really should not flood it with anything heavy or it will turn to mush.",1,looking hulless popcorn due diverticulitis boy miss popcorn tried based reviews disappointed way many hulls hulls disappear get small flavor popcorn amazing tasty family loves buy air popped sprayed little cooking oil sprinkled popcorn flavored seasoning butter hardly calories lots taste tiny pop really flood anything heavy turn mush
30/10/20,"I bought this from my local health food store, It has a wonderful coconut taste. I use it in everything from my morning oatmeal to yogurt. I put some in my dogs food and their coats have been so shiny and soft. I also suffer from a dry flakey scalp so i massage a small amount into my hair and let it sit for 30 minutes before i shampoo it out, it leaves my hair so soft and shiny. it is a great waterproof mascara remover too. I will be buying this item in bulk! I love all the benefits coconut oil has to offer.",1,bought local health food store wonderful coconut taste use everything morning oatmeal yogurt put dogs food coats shiny soft also suffer dry flakey scalp massage small amount hair let sit minutes shampoo leaves hair soft shiny great waterproof mascara remover buying item bulk love benefits coconut oil offer
3/8/20,"These almonds are the best. I love the tasted but was not quite as zippy or strong as I had hoped. I do eat lots of hot items so perhaps my taste buds are expecting more. Having said that, the flavor and freshness is tops.",1,almonds best love tasted quite zippy strong hoped eat lots hot items perhaps taste buds expecting said flavor freshness tops
29/1/21,This was my first time ordering from this company. They're fast and a great product. Will def be ordering more flavorings in the future.,1,first time ordering company fast great product def ordering flavorings future
24/10/21,This is a great Olive oil. Great price. I love Colavita products in general. Delivery was fast. Shipping was a bit pricey.,1,great olive oil great price love colavita products general delivery fast shipping bit pricey
24/10/21,"This is a really great product, not sweet at all. The name describes it perfectly. However I am not sure why it is $40 a case. I would buy it in the store. Much cheaper",1,really great product sweet name describes perfectly however sure case would buy store much cheaper
16/10/21,"This has a strong granny smith apple taste. I eat apples all the time, so if anyone says otherwise they are mistaken. Same texture, just a different and better taste. Now I'm purchasing three packs a week because it taste so good. Tasty enough to substitute an unhealthy dessert for this tasty treat.",1,strong granny smith apple taste eat apples time anyone says otherwise mistaken texture different better taste purchasing three packs week taste good tasty enough substitute unhealthy dessert tasty treat
24/10/21,"Very good flavor and not filled with a bunch of chemicals. Although there are still questions about some of the ingredients, it is a great alternative to what's on the shelf in the grocery store.",1,good flavor filled bunch chemicals although still questions ingredients great alternative shelf grocery store
25/9/21,A must for anyone who loves to cook. This sauce along with the Raspberry Chipotle are so tasty and add a nice twist to spice up otherwise boring chicken and steak. Also makes a nice and cost effective gift.,1,must anyone loves cook sauce along raspberry chipotle tasty add nice twist spice otherwise boring chicken steak also makes nice cost effective gift
19/10/21,"The coffee has a bold without bitterness taste. It is very delicious. I enjoy drinking Grove Square Coffee, Dark Roast every morning.",1,coffee bold without bitterness taste delicious enjoy drinking grove square coffee dark roast every morning
20/10/21,"I wasn't too sure about trying this product because the price seemed too good to be true-gluten free products are usually so much more expensive. What a pleasant surprise! We really liked it, we really liked it! Seriously, this product is worth a try. I used it for a base for lasagne and for a change from the regular spaghetti noodles. Delicious!",1,sure trying product price seemed good true gluten free products usually much expensive pleasant surprise really liked really liked seriously product worth try used base lasagne change regular spaghetti noodles delicious
19/10/21,"I just found PB2 and PB2 with chocolate and I am thrilled. I love sugary goodies but I'm not a fan of calories and I don't like chocolate. I thought I'd try PB2 with chocolate anyway and I'm so glad I did! Eating a serving or two of PB2 with chocolate satisfies my sweet craving without breaking my calorie bank! Sometimes, when I want to splurge, I spread some PB2 with chocolate on a graham cracker, spread some marshmallow fluff on another and sandwich them together! YUM!",1,found pb pb chocolate thrilled love sugary goodies fan calories like chocolate thought would try pb chocolate anyway glad eating serving two pb chocolate satisfies sweet craving without breaking calorie bank sometimes want splurge spread pb chocolate graham cracker spread marshmallow fluff another sandwich together yum
15/6/21,The chocolate PB2 is just as amazing as the regular PB2 - plus a healthy indulgence. I love to use it as a dip for animal crackers! Also great on apple wedges.,1,chocolate pb amazing regular pb plus healthy indulgence love use dip animal crackers also great apple wedges
4/8/21,This product tastes great. I use it in my protien shakes to help mask the tastes of some of the flavors I have tried and do not like. With the PB2 I now like the taste of the shakes and use this every day. I prefer the PB2 with coco powder but both products taste great.,1,product tastes great use protien shakes help mask tastes flavors tried like pb like taste shakes use every day prefer pb coco powder products taste great
4/8/21,I order this because of the other reviews. It is really good. Went to their website to get more receipes.,1,order reviews really good went website get receipes
18/7/21,I USED TO PURCHASE THESE AT MY LOCAL WAL-MART BUT THEY DO NOT CARRY THEM ANYMORE AND WHEN I LOOKED AT OTHER STORES THEY WERE SOOOO EXPENSIVE. I DECIDED TO CHECK ONLINE AND WAS ABLE TO ORDER THEM AT A REASONABLE PRICE AND RECEIVED THEM PRETTY QUICK. NOW I AM A HAPPY AND CONTENT CUSTOMER,1,used purchase local wal mart carry anymore looked stores soooo expensive decided check online able order reasonable price received pretty quick happy content customer
18/10/21,I sent this collection of Italian cheeses to my daughter and needless to say she was delighted. They were excellent!! Formaggio del Cucina (Italian Cooking Cheeses 2 pound) by igourmet.com ,1,sent collection italian cheeses daughter needless say delighted excellent formaggio del cucina italian cooking cheeses pound igourmet com
15/6/21,"This blend is bitter and does taste earthly like drinking mud? Really, it is the Wake Up blend is much better",0,blend bitter taste earthly like drinking mud really wake blend much better
4/8/21,"This is one of my favorite kinds of coffee for my Keurig. It has a nice dark taste that is not overpowering while still being strong. My mother hates strong coffee and when she comes to my house she will resuse one of these K-Cups after I've made mine to knock the punch out. Whatever your pleasure, I guess!",1,one favorite kinds coffee keurig nice dark taste overpowering still strong mother hates strong coffee comes house resuse one k cups made mine knock punch whatever pleasure guess
